,loss,accuracy,val_loss,val_accuracy
31,0.06814892871973469,0.95652174949646,0.19408357582743402,0.9090909361839294
32,0.0663103764160516,0.97826087474823,0.14088593743255604,0.9545454382896423
33,0.05439649813058128,0.989130437374115,0.12276466514753259,0.9090909361839294
34,0.040356930307335344,0.989130437374115,0.1334955791902283,0.9545454382896423
35,0.03024186850424208,0.989130437374115,0.18981506696740247,0.9090909361839294
36,0.09850257378749792,0.967391312122345,0.1617793835213651,0.9545454382896423
37,0.058253335874368255,1.0,0.1864132729217248,0.9545454382896423
38,0.0656453104659348,0.97826087474823,0.24652197756602065,0.9090909361839294
39,0.04644064111135262,1.0,0.13778032851911595,0.9545454382896423
40,0.09539325744860791,0.945652186870575,0.1364208560831764,0.9545454382896423
41,0.029085740161581667,1.0,0.13887863253931637,0.9545454382896423
42,0.0434764821324991,0.989130437374115,0.11705633390532888,0.9090909361839294
43,0.04190677293556054,0.989130437374115,0.13201827002162841,0.9545454382896423
44,0.022743578890462548,1.0,0.15064517652575413,0.9545454382896423
45,0.032867905006518726,0.989130437374115,0.15905246893753824,0.9545454382896423
46,0.02300248208943547,1.0,0.14918116623353536,0.9545454382896423
47,0.03875282066410759,0.989130437374115,0.11382487653653421,0.9090909361839294
48,0.03201365724449399,0.989130437374115,0.15253589892476474,0.9545454382896423
49,0.02156760805822792,1.0,0.13540297640112997,0.9545454382896423
50,0.02128399734949752,1.0,0.11124905117827913,0.9545454382896423
51,0.05059844766099499,0.989130437374115,0.10266595091367059,0.9545454382896423
52,0.03933485495972293,0.97826087474823,0.16086022297689773,0.9545454382896423
53,0.044459183628295366,0.967391312122345,0.19361693648439224,0.9545454382896423
54,0.04291365732615304,0.989130437374115,0.12197388274564772,0.9545454382896423
55,0.015226747876053907,1.0,0.12874417939177796,0.9545454382896423
56,0.019246849802426448,0.989130437374115,0.09002339324544427,0.9545454382896423
57,0.023005605403894784,0.989130437374115,0.24272415482024054,0.9090909361839294
58,0.029153656528609663,1.0,0.12346225153305568,0.9545454382896423
59,0.006755257224515686,1.0,0.1348792655449158,0.9545454382896423
60,0.005605372653448008,1.0,0.12053234515833142,0.9545454382896423
61,0.03922642500739308,0.989130437374115,0.08623021580886257,0.9545454382896423
62,0.013554811929007765,1.0,0.12584614754925258,0.9545454382896423
63,0.017448590553573486,0.989130437374115,0.15530978060205994,0.9545454382896423
64,0.045892024719488174,0.97826087474823,0.14289927231173194,0.9545454382896423
65,0.03255864113982724,1.0,0.12209844050053305,0.9545454382896423
66,0.02313839943915651,1.0,0.16893094108419734,0.9545454382896423
67,0.011087861210042953,1.0,0.0814761180840635,0.9545454382896423
68,0.008098844973257814,1.0,0.13190839498882112,0.9545454382896423
69,0.005703154453496866,1.0,0.13993657560343348,0.9545454382896423
70,0.010330530130570127,1.0,0.11339106433835063,0.9545454382896423
71,0.006062079572102349,1.0,0.12434967418401198,0.9545454382896423
72,0.02607524655027451,0.989130437374115,0.09828870966663564,0.9545454382896423
73,0.019903768529433284,1.0,0.24880381645055857,0.9090909361839294
74,0.012524319417803761,1.0,0.10954243433471951,0.9545454382896423
75,0.005271599929766316,1.0,0.13027078054074082,0.9545454382896423
76,0.029242602207027037,0.989130437374115,0.08120869554683019,0.9545454382896423
77,0.020418256417950986,0.989130437374115,0.15178819049596431,0.9545454382896423
78,0.048752521510782965,0.989130437374115,0.17366386542815473,0.9090909361839294
79,0.02496691809051299,0.989130437374115,0.15454878732207758,0.9545454382896423
80,0.007693800531661093,1.0,0.0992041254712208,0.9545454382896423
81,0.008177825434959528,1.0,0.1417011969460873,0.9545454382896423
82,0.009702397319055254,1.0,0.10810457209307693,0.9545454382896423
83,0.03118135924172928,0.97826087474823,0.16368661690996858,0.9090909361839294
84,0.009291439354989921,1.0,0.1292531309799929,0.9545454382896423
85,0.004243436099796861,1.0,0.10926210237527773,0.9545454382896423
86,0.015037892682100748,1.0,0.06005711904878769,0.9545454382896423
87,0.010825339741113221,1.0,0.12541505677876083,0.9545454382896423
88,0.015106477376874587,1.0,0.09088715707406189,0.9545454382896423
89,0.022084872264259828,0.989130437374115,0.15762713176002802,0.9545454382896423
90,0.025453273705260886,0.989130437374115,0.10061347826242285,0.9545454382896423
91,0.008760263586047447,1.0,0.05508138905007281,1.0
92,0.009461480989364994,1.0,0.10921203611771647,0.9545454382896423
93,0.013862162379287274,1.0,0.21045840582463943,0.9090909361839294
94,0.008081674822529581,1.0,0.1322495754737484,0.9545454382896423
95,0.008274246114446734,1.0,0.08400207612687707,0.9545454382896423
96,0.005328347453860137,1.0,0.0719609432387148,0.9545454382896423
97,0.006134735416663332,1.0,0.0936351390736609,0.9545454382896423
98,0.0051536740656345,1.0,0.17752867459476757,0.9545454382896423
99,0.005680644804818915,1.0,0.10752025762090141,0.9545454382896423
100,0.00582240654919244,1.0,0.07121712940723861,0.9545454382896423
101,0.009066504790123121,1.0,0.11390665872251861,0.9545454382896423
102,0.005279190549517387,1.0,0.07126513389792545,0.9545454382896423
103,0.048717389850169594,0.967391312122345,0.3966086210460201,0.8636363744735718
104,0.020673991927869003,1.0,0.04837860069374469,1.0
105,0.052696387932623726,0.989130437374115,0.09443577321255124,0.9545454382896423
106,0.030834483387154853,0.97826087474823,0.1155325708439151,0.9545454382896423
107,0.003917421035301895,1.0,0.11557002087283763,0.9545454382896423
108,0.0030053103043685596,1.0,0.12653532863971675,0.9545454382896423
109,0.0076982175283754496,1.0,0.1974618634559469,0.9545454382896423
110,0.003015568261762061,1.0,0.1398714756467835,0.9545454382896423
111,0.006790312012307215,1.0,0.10385123619926162,0.9545454382896423
112,0.07218944668071281,0.97826087474823,0.06176383002362538,0.9545454382896423
113,0.021533125913749798,1.0,0.06363140253439348,0.9545454382896423
114,0.0652181517672014,0.95652174949646,0.05839581428438617,0.9545454382896423
115,0.04577493225127682,0.97826087474823,0.12082840746006696,0.9545454382896423
116,0.02130576665696105,1.0,0.18342451078269337,0.9090909361839294
117,0.011427874496403511,1.0,0.1707444300441832,0.9545454382896423
118,0.012861448763713234,1.0,0.09447888811602119,0.9545454382896423
119,0.0072347982510095835,1.0,0.09304787408295258,0.9545454382896423
120,0.007412279259340786,1.0,0.0922875962988339,0.9545454382896423
121,0.0067323141042537745,1.0,0.20216748004009866,0.9090909361839294
122,0.0029900017041831037,1.0,0.1797463516808737,0.9545454382896423
123,0.023425205421072896,0.989130437374115,0.05863624514048475,0.9545454382896423
124,0.004840698063206123,1.0,0.09810332092234089,0.9545454382896423
